x0000,y0000
214.,4828.7225
215.,4828.7311
216.,4828.7354
217.,4828.7375
218.,4828.7354
219.,4828.7429
220.,4828.7418
221.,4828.7429
222.,4828.7429
223.,4828.745
224.,4828.7472
225.,4828.7514
226.,4828.7525
227.,4828.7536
228.,4828.7568
229.,4828.76
230.,4828.759
231.,4828.7643
232.,4828.7665
233.,4828.7729
234.,4828.7729
235.,4828.7772
236.,4828.7793
237.,4828.789
238.,4828.7954
239.,4828.7986
240.,4828.8083
241.,4828.8061
242.,4828.8158
243.,4828.8211
244.,4828.8233
245.,4828.8254
246.,4828.8265
247.,4828.8265
248.,4828.8276
249.,4828.8329
250.,4828.8308
251.,4828.834
252.,4828.8329
253.,4828.8383
254.,4828.8394
255.,4828.8426
256.,4828.8415
257.,4828.848
258.,4828.8501
259.,4828.8533
260.,4828.8533
261.,4828.8533
262.,4828.8565
263.,4828.8555
264.,4828.8522
265.,4828.8555
266.,4828.8565
267.,4828.8522
268.,4828.8576
269.,4828.8576
270.,4828.8608
271.,4828.863
272.,4828.863
273.,4828.8683
274.,4828.8715
275.,4828.8715
276.,4828.878
277.,4828.8812
278.,4828.8855
279.,4828.8844
280.,4828.8919
281.,4828.893
282.,4828.9026
283.,4828.9069
284.,4828.908
285.,4828.9166
286.,4828.9155
287.,4828.9198
288.,4828.923
289.,4828.9316
290.,4828.9273
291.,4828.9316
292.,4828.9294
293.,4828.9348
294.,4828.9294
295.,4828.9337
296.,4828.9337
297.,4828.9337
298.,4828.9359
299.,4828.9316
300.,4828.9348
301.,4828.9316
302.,4828.9563
303.,4829.175
304.,4829.1246
305.,4829.1139
306.,4829.1053
307.,4829.0989
308.,4829.0914
309.,4829.0849
310.,4829.0817
311.,4829.0742
312.,4829.0646
313.,4829.0592
314.,4829.0538
315.,4829.0442
316.,4829.0378
317.,4829.0249
318.,4829.0163
319.,4829.0088
320.,4829.0045
321.,4828.9916
322.,4828.9884
323.,4828.9788
324.,4828.9777
325.,4828.9723
326.,4828.967
327.,4828.9713
328.,4828.9616
329.,4828.9616
330.,4828.953
331.,4828.9498
332.,4828.952
333.,4828.9434
